created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2024-06-05T03:57:37+00:00,10945,,,974.2,,,,
2024-06-05T03:57:52+00:00,10946,25.3,,,,,,
2024-06-05T03:57:53+00:00,10947,,54.8,,,,,
2024-06-05T03:57:54+00:00,10948,,,974.3,,,,
2024-06-05T03:58:09+00:00,10949,25.3,,,,,,
2024-06-05T03:58:11+00:00,10950,,54.8,,,,,
2024-06-05T03:58:12+00:00,10951,,,974.9,,,,
2024-06-05T03:58:27+00:00,10952,25.3,,,,,,
2024-06-05T03:58:28+00:00,10953,,54.8,,,,,
2024-06-05T03:58:29+00:00,10954,,,974.7,,,,
2024-06-05T03:58:44+00:00,10955,25.2,,,,,,
2024-06-05T03:58:45+00:00,10956,,54.8,,,,,
2024-06-05T03:58:46+00:00,10957,,,975.6,,,,
2024-06-05T03:59:01+00:00,10958,25.3,,,,,,
2024-06-05T03:59:02+00:00,10959,,54.8,,,,,
2024-06-05T03:59:03+00:00,10960,,,976.5,,,,
2024-06-05T03:59:18+00:00,10961,25.3,,,,,,
2024-06-05T03:59:20+00:00,10962,,54.9,,,,,
2024-06-05T03:59:21+00:00,10963,,,977.9,,,,
2024-06-05T03:59:36+00:00,10964,25.3,,,,,,
2024-06-05T03:59:37+00:00,10965,,54.8,,,,,
2024-06-05T03:59:38+00:00,10966,,,976.5,,,,
2024-06-05T03:59:53+00:00,10967,25.3,,,,,,
2024-06-05T03:59:54+00:00,10968,,54.8,,,,,
2024-06-05T03:59:55+00:00,10969,,,976.5,,,,
2024-06-05T04:00:10+00:00,10970,25.3,,,,,,
2024-06-05T04:00:11+00:00,10971,,54.9,,,,,
2024-06-05T04:00:12+00:00,10972,,,976.6,,,,
2024-06-05T04:00:27+00:00,10973,25.3,,,,,,
2024-06-05T04:00:29+00:00,10974,,54.8,,,,,
2024-06-05T04:00:30+00:00,10975,,,976.2,,,,
2024-06-05T04:00:45+00:00,10976,25.3,,,,,,
2024-06-05T04:00:46+00:00,10977,,54.8,,,,,
2024-06-05T04:00:47+00:00,10978,,,976.5,,,,
2024-06-05T04:01:02+00:00,10979,25.3,,,,,,
2024-06-05T04:01:03+00:00,10980,,54.8,,,,,
2024-06-05T04:01:04+00:00,10981,,,976.9,,,,
2024-06-05T04:01:19+00:00,10982,25.3,,,,,,
2024-06-05T04:01:20+00:00,10983,,54.8,,,,,
2024-06-05T04:01:21+00:00,10984,,,977.1,,,,
2024-06-05T04:01:37+00:00,10985,25.3,,,,,,
2024-06-05T04:01:38+00:00,10986,,54.8,,,,,
2024-06-05T04:01:39+00:00,10987,,,976.8,,,,
2024-06-05T04:01:54+00:00,10988,25.3,,,,,,
2024-06-05T04:01:55+00:00,10989,,54.8,,,,,
2024-06-05T04:01:56+00:00,10990,,,975.7,,,,
2024-06-05T04:02:11+00:00,10991,25.3,,,,,,
2024-06-05T04:02:12+00:00,10992,,54.8,,,,,
2024-06-05T04:02:13+00:00,10993,,,973.7,,,,
2024-06-05T04:02:28+00:00,10994,25.3,,,,,,
2024-06-05T04:02:29+00:00,10995,,54.8,,,,,
2024-06-05T04:02:30+00:00,10996,,,972.9,,,,
2024-06-05T04:02:45+00:00,10997,25.3,,,,,,
2024-06-05T04:02:47+00:00,10998,,54.8,,,,,
2024-06-05T04:02:48+00:00,10999,,,972.9,,,,
2024-06-05T04:03:03+00:00,11000,25.3,,,,,,
2024-06-05T04:03:04+00:00,11001,,54.8,,,,,
2024-06-05T04:03:05+00:00,11002,,,973.3,,,,
2024-06-05T04:03:20+00:00,11003,25.3,,,,,,
2024-06-05T04:03:21+00:00,11004,,54.8,,,,,
2024-06-05T04:03:22+00:00,11005,,,975.0,,,,
2024-06-05T04:03:37+00:00,11006,25.3,,,,,,
2024-06-05T04:03:38+00:00,11007,,54.7,,,,,
2024-06-05T04:03:39+00:00,11008,,,976.7,,,,
2024-06-05T04:03:55+00:00,11009,25.3,,,,,,
2024-06-05T04:03:56+00:00,11010,,54.7,,,,,
2024-06-05T04:03:57+00:00,11011,,,977.9,,,,
2024-06-05T04:04:12+00:00,11012,25.3,,,,,,
2024-06-05T04:04:13+00:00,11013,,54.8,,,,,
2024-06-05T04:04:14+00:00,11014,,,981.5,,,,
2024-06-05T04:04:29+00:00,11015,25.3,,,,,,
2024-06-05T04:04:30+00:00,11016,,54.7,,,,,
2024-06-05T04:04:31+00:00,11017,,,985.9,,,,
2024-06-05T04:04:46+00:00,11018,25.3,,,,,,
2024-06-05T04:04:47+00:00,11019,,54.8,,,,,
2024-06-05T04:04:49+00:00,11020,,,987.1,,,,
2024-06-05T04:05:04+00:00,11021,25.3,,,,,,
2024-06-05T04:05:05+00:00,11022,,54.8,,,,,
2024-06-05T04:05:06+00:00,11023,,,986.6,,,,
2024-06-05T04:05:21+00:00,11024,25.3,,,,,,
2024-06-05T04:05:22+00:00,11025,,54.7,,,,,
2024-06-05T04:05:23+00:00,11026,,,984.8,,,,
2024-06-05T04:05:38+00:00,11027,25.3,,,,,,
2024-06-05T04:05:39+00:00,11028,,54.7,,,,,
2024-06-05T04:05:40+00:00,11029,,,983.1,,,,
2024-06-05T04:05:55+00:00,11030,25.3,,,,,,
2024-06-05T04:05:56+00:00,11031,,54.7,,,,,
2024-06-05T04:05:57+00:00,11032,,,981.6,,,,
2024-06-05T04:06:13+00:00,11033,25.3,,,,,,
2024-06-05T04:06:14+00:00,11034,,54.7,,,,,
2024-06-05T04:06:15+00:00,11035,,,980.0,,,,
2024-06-05T04:06:30+00:00,11036,25.3,,,,,,
2024-06-05T04:06:31+00:00,11037,,54.7,,,,,
2024-06-05T04:06:32+00:00,11038,,,980.7,,,,
2024-06-05T04:06:47+00:00,11039,25.3,,,,,,
2024-06-05T04:06:48+00:00,11040,,54.7,,,,,
2024-06-05T04:06:49+00:00,11041,,,980.1,,,,
2024-06-05T04:07:04+00:00,11042,25.3,,,,,,
2024-06-05T04:07:05+00:00,11043,,54.7,,,,,
2024-06-05T04:07:07+00:00,11044,,,980.3,,,,
2024-06-05T04:07:22+00:00,11045,25.3,,,,,,
2024-06-05T04:07:23+00:00,11046,,54.7,,,,,
2024-06-05T04:07:24+00:00,11047,,,980.2,,,,
2024-06-05T04:07:39+00:00,11048,25.3,,,,,,
2024-06-05T04:07:40+00:00,11049,,54.7,,,,,
2024-06-05T04:07:41+00:00,11050,,,980.8,,,,
2024-06-05T04:07:56+00:00,11051,25.3,,,,,,
2024-06-05T04:07:57+00:00,11052,,54.7,,,,,
2024-06-05T04:07:58+00:00,11053,,,979.5,,,,
2024-06-05T04:08:13+00:00,11054,25.3,,,,,,
2024-06-05T04:08:15+00:00,11055,,54.7,,,,,
2024-06-05T04:08:16+00:00,11056,,,979.8,,,,
2024-06-05T04:08:31+00:00,11057,25.3,,,,,,
2024-06-05T04:08:32+00:00,11058,,54.7,,,,,
2024-06-05T04:08:33+00:00,11059,,,980.9,,,,
2024-06-05T04:08:48+00:00,11060,25.3,,,,,,
2024-06-05T04:08:49+00:00,11061,,54.8,,,,,
2024-06-05T04:08:50+00:00,11062,,,978.2,,,,
2024-06-05T04:09:05+00:00,11063,25.3,,,,,,
2024-06-05T04:09:06+00:00,11064,,54.7,,,,,
2024-06-05T04:09:07+00:00,11065,,,978.2,,,,
2024-06-05T04:09:22+00:00,11066,25.3,,,,,,
2024-06-05T04:09:24+00:00,11067,,54.8,,,,,
2024-06-05T04:09:25+00:00,11068,,,977.8,,,,
2024-06-05T04:09:40+00:00,11069,25.3,,,,,,
2024-06-05T04:09:41+00:00,11070,,54.7,,,,,
2024-06-05T04:09:42+00:00,11071,,,976.2,,,,
2024-06-05T04:09:57+00:00,11072,25.3,,,,,,
2024-06-05T04:09:58+00:00,11073,,54.7,,,,,
2024-06-05T04:09:59+00:00,11074,,,975.7,,,,
2024-06-05T04:10:14+00:00,11075,25.3,,,,,,
2024-06-05T04:10:15+00:00,11076,,54.7,,,,,
2024-06-05T04:10:16+00:00,11077,,,975.6,,,,
2024-06-05T04:10:31+00:00,11078,25.3,,,,,,
2024-06-05T04:10:33+00:00,11079,,54.7,,,,,
2024-06-05T04:10:34+00:00,11080,,,977.0,,,,
2024-06-05T04:10:49+00:00,11081,25.3,,,,,,
2024-06-05T04:10:50+00:00,11082,,54.6,,,,,
2024-06-05T04:10:51+00:00,11083,,,977.3,,,,
2024-06-05T04:11:06+00:00,11084,25.3,,,,,,
2024-06-05T04:11:07+00:00,11085,,54.6,,,,,
2024-06-05T04:11:08+00:00,11086,,,976.7,,,,
2024-06-05T04:11:23+00:00,11087,25.3,,,,,,
2024-06-05T04:11:24+00:00,11088,,54.7,,,,,
2024-06-05T04:11:25+00:00,11089,,,977.7,,,,
2024-06-05T04:11:41+00:00,11090,25.3,,,,,,
2024-06-05T04:11:42+00:00,11091,,54.7,,,,,
2024-06-05T04:11:43+00:00,11092,,,978.6,,,,
2024-06-05T04:11:58+00:00,11093,25.3,,,,,,
2024-06-05T04:11:59+00:00,11094,,54.7,,,,,
2024-06-05T04:12:00+00:00,11095,,,977.6,,,,
2024-06-05T04:12:15+00:00,11096,25.3,,,,,,
2024-06-05T04:12:16+00:00,11097,,54.7,,,,,
2024-06-05T04:12:17+00:00,11098,,,978.2,,,,
2024-06-05T04:12:32+00:00,11099,25.3,,,,,,
2024-06-05T04:12:33+00:00,11100,,54.7,,,,,
2024-06-05T04:12:34+00:00,11101,,,979.7,,,,
2024-06-05T04:12:50+00:00,11102,25.3,,,,,,
2024-06-05T04:12:51+00:00,11103,,54.7,,,,,
2024-06-05T04:12:52+00:00,11104,,,978.9,,,,
2024-06-05T04:13:07+00:00,11105,25.3,,,,,,
2024-06-05T04:13:08+00:00,11106,,54.7,,,,,
2024-06-05T04:13:09+00:00,11107,,,977.8,,,,
2024-06-05T04:13:24+00:00,11108,25.3,,,,,,
2024-06-05T04:13:25+00:00,11109,,54.7,,,,,
2024-06-05T04:13:26+00:00,11110,,,979.5,,,,
2024-06-05T04:13:41+00:00,11111,25.3,,,,,,
2024-06-05T04:13:42+00:00,11112,,54.7,,,,,
2024-06-05T04:13:44+00:00,11113,,,980.9,,,,
2024-06-05T04:13:59+00:00,11114,25.3,,,,,,
2024-06-05T04:14:00+00:00,11115,,54.7,,,,,
2024-06-05T04:14:01+00:00,11116,,,981.1,,,,
2024-06-05T04:14:16+00:00,11117,25.3,,,,,,
2024-06-05T04:14:17+00:00,11118,,54.7,,,,,
2024-06-05T04:14:18+00:00,11119,,,981.0,,,,
2024-06-05T04:14:33+00:00,11120,25.3,,,,,,
2024-06-05T04:14:34+00:00,11121,,54.8,,,,,
2024-06-05T04:14:35+00:00,11122,,,983.0,,,,
2024-06-05T04:14:50+00:00,11123,25.3,,,,,,
2024-06-05T04:14:51+00:00,11124,,54.7,,,,,
2024-06-05T04:14:53+00:00,11125,,,982.0,,,,
2024-06-05T04:15:08+00:00,11126,25.3,,,,,,
2024-06-05T04:15:09+00:00,11127,,54.7,,,,,
2024-06-05T04:15:10+00:00,11128,,,983.4,,,,
2024-06-05T04:15:25+00:00,11129,25.3,,,,,,
2024-06-05T04:15:26+00:00,11130,,54.7,,,,,
2024-06-05T04:15:27+00:00,11131,,,984.9,,,,
2024-06-05T04:15:42+00:00,11132,25.3,,,,,,
2024-06-05T04:15:43+00:00,11133,,54.7,,,,,
2024-06-05T04:15:44+00:00,11134,,,984.3,,,,
2024-06-05T04:15:59+00:00,11135,25.3,,,,,,
2024-06-05T04:16:00+00:00,11136,,54.8,,,,,
2024-06-05T04:16:02+00:00,11137,,,983.4,,,,
2024-06-05T04:16:17+00:00,11138,25.3,,,,,,
2024-06-05T04:16:18+00:00,11139,,54.8,,,,,
2024-06-05T04:16:19+00:00,11140,,,984.5,,,,
2024-06-05T04:16:34+00:00,11141,25.3,,,,,,
2024-06-05T04:16:35+00:00,11142,,54.8,,,,,
2024-06-05T04:16:36+00:00,11143,,,986.1,,,,
2024-06-05T04:16:51+00:00,11144,25.3,,,,,,
2024-06-05T04:16:52+00:00,11145,,54.8,,,,,
2024-06-05T04:16:53+00:00,11146,,,985.9,,,,
2024-06-05T04:17:08+00:00,11147,25.3,,,,,,
2024-06-05T04:17:09+00:00,11148,,54.8,,,,,
2024-06-05T04:17:11+00:00,11149,,,986.0,,,,
2024-06-05T04:17:26+00:00,11150,25.3,,,,,,
2024-06-05T04:17:27+00:00,11151,,54.8,,,,,
2024-06-05T04:17:28+00:00,11152,,,985.6,,,,
2024-06-05T04:17:43+00:00,11153,25.3,,,,,,
2024-06-05T04:17:44+00:00,11154,,54.8,,,,,
2024-06-05T04:17:45+00:00,11155,,,984.8,,,,
2024-06-05T04:18:00+00:00,11156,25.3,,,,,,
2024-06-05T04:18:01+00:00,11157,,54.8,,,,,
2024-06-05T04:18:02+00:00,11158,,,983.5,,,,
2024-06-05T04:18:17+00:00,11159,25.3,,,,,,
2024-06-05T04:18:18+00:00,11160,,54.8,,,,,
2024-06-05T04:18:20+00:00,11161,,,983.1,,,,
2024-06-05T04:18:35+00:00,11162,25.3,,,,,,
2024-06-05T04:18:36+00:00,11163,,54.8,,,,,
2024-06-05T04:18:37+00:00,11164,,,983.5,,,,
2024-06-05T04:18:52+00:00,11165,25.3,,,,,,
2024-06-05T04:18:53+00:00,11166,,54.8,,,,,
2024-06-05T04:18:54+00:00,11167,,,982.7,,,,
2024-06-05T04:19:09+00:00,11168,25.3,,,,,,
2024-06-05T04:19:10+00:00,11169,,54.8,,,,,
2024-06-05T04:19:11+00:00,11170,,,984.4,,,,
2024-06-05T04:19:26+00:00,11171,25.3,,,,,,
2024-06-05T04:19:28+00:00,11172,,54.8,,,,,
2024-06-05T04:19:29+00:00,11173,,,984.0,,,,
2024-06-05T04:19:44+00:00,11174,25.3,,,,,,
2024-06-05T04:19:45+00:00,11175,,54.8,,,,,
2024-06-05T04:19:46+00:00,11176,,,984.4,,,,
2024-06-05T04:20:01+00:00,11177,25.3,,,,,,
2024-06-05T04:20:02+00:00,11178,,54.8,,,,,
2024-06-05T04:20:03+00:00,11179,,,985.2,,,,
2024-06-05T04:20:18+00:00,11180,25.3,,,,,,
2024-06-05T04:20:19+00:00,11181,,54.8,,,,,
2024-06-05T04:20:20+00:00,11182,,,985.2,,,,
2024-06-05T04:20:35+00:00,11183,25.3,,,,,,
2024-06-05T04:20:37+00:00,11184,,54.8,,,,,
2024-06-05T04:20:38+00:00,11185,,,985.8,,,,
2024-06-05T04:20:53+00:00,11186,25.3,,,,,,
2024-06-05T04:20:54+00:00,11187,,54.8,,,,,
2024-06-05T04:20:55+00:00,11188,,,987.2,,,,
2024-06-05T04:21:10+00:00,11189,25.3,,,,,,
2024-06-05T04:21:11+00:00,11190,,54.8,,,,,
2024-06-05T04:21:12+00:00,11191,,,989.5,,,,
2024-06-05T04:21:27+00:00,11192,25.3,,,,,,
2024-06-05T04:21:28+00:00,11193,,54.8,,,,,
2024-06-05T04:21:29+00:00,11194,,,989.5,,,,
2024-06-05T04:21:44+00:00,11195,25.3,,,,,,
2024-06-05T04:21:46+00:00,11196,,54.8,,,,,
2024-06-05T04:21:47+00:00,11197,,,988.1,,,,
2024-06-05T04:22:02+00:00,11198,25.3,,,,,,
2024-06-05T04:22:03+00:00,11199,,54.8,,,,,
2024-06-05T04:22:04+00:00,11200,,,986.4,,,,
2024-06-05T04:22:19+00:00,11201,25.3,,,,,,
2024-06-05T04:22:20+00:00,11202,,54.8,,,,,
2024-06-05T04:22:21+00:00,11203,,,985.1,,,,
2024-06-05T04:22:36+00:00,11204,25.3,,,,,,
2024-06-05T04:22:37+00:00,11205,,54.8,,,,,
2024-06-05T04:22:38+00:00,11206,,,984.7,,,,
2024-06-05T04:22:54+00:00,11207,25.3,,,,,,
2024-06-05T04:22:55+00:00,11208,,54.8,,,,,
2024-06-05T04:22:56+00:00,11209,,,984.9,,,,
2024-06-05T04:23:11+00:00,11210,25.3,,,,,,
2024-06-05T04:23:12+00:00,11211,,54.8,,,,,
2024-06-05T04:23:13+00:00,11212,,,984.7,,,,
2024-06-05T04:23:28+00:00,11213,25.3,,,,,,
2024-06-05T04:23:29+00:00,11214,,54.8,,,,,
2024-06-05T04:23:30+00:00,11215,,,985.2,,,,
2024-06-05T04:23:45+00:00,11216,25.3,,,,,,
2024-06-05T04:23:46+00:00,11217,,54.9,,,,,
2024-06-05T04:23:47+00:00,11218,,,987.3,,,,
2024-06-05T04:24:03+00:00,11219,25.3,,,,,,
2024-06-05T04:24:04+00:00,11220,,54.9,,,,,
2024-06-05T04:24:05+00:00,11221,,,988.2,,,,
2024-06-05T04:24:20+00:00,11222,25.3,,,,,,
2024-06-05T04:24:21+00:00,11223,,54.9,,,,,
2024-06-05T04:24:22+00:00,11224,,,989.4,,,,
2024-06-05T04:24:37+00:00,11225,25.3,,,,,,
2024-06-05T04:24:38+00:00,11226,,54.9,,,,,
2024-06-05T04:24:39+00:00,11227,,,989.6,,,,
2024-06-05T04:24:54+00:00,11228,25.3,,,,,,
2024-06-05T04:24:55+00:00,11229,,54.9,,,,,
2024-06-05T04:24:56+00:00,11230,,,988.6,,,,
2024-06-05T04:25:12+00:00,11231,25.3,,,,,,
2024-06-05T04:25:13+00:00,11232,,54.8,,,,,
2024-06-05T04:25:14+00:00,11233,,,989.3,,,,
2024-06-05T04:25:29+00:00,11234,25.2,,,,,,
2024-06-05T04:25:30+00:00,11235,,54.8,,,,,
2024-06-05T04:25:31+00:00,11236,,,991.0,,,,
2024-06-05T04:25:46+00:00,11237,25.3,,,,,,
2024-06-05T04:25:47+00:00,11238,,54.9,,,,,
2024-06-05T04:25:48+00:00,11239,,,992.3,,,,
2024-06-05T04:26:03+00:00,11240,25.3,,,,,,
2024-06-05T04:26:04+00:00,11241,,54.8,,,,,
2024-06-05T04:26:05+00:00,11242,,,992.5,,,,
2024-06-05T04:26:21+00:00,11243,25.3,,,,,,
2024-06-05T04:26:22+00:00,11244,,54.8,,,,,
2024-06-05T04:26:23+00:00,11245,,,992.5,,,,
2024-06-05T04:26:38+00:00,11246,25.3,,,,,,
2024-06-05T04:26:39+00:00,11247,,54.8,,,,,
2024-06-05T04:26:40+00:00,11248,,,992.5,,,,
2024-06-05T04:26:55+00:00,11249,25.3,,,,,,
2024-06-05T04:26:56+00:00,11250,,54.8,,,,,
2024-06-05T04:26:57+00:00,11251,,,993.6,,,,
2024-06-05T04:27:12+00:00,11252,25.3,,,,,,
2024-06-05T04:27:13+00:00,11253,,54.8,,,,,
2024-06-05T04:27:14+00:00,11254,,,994.0,,,,
2024-06-05T04:27:30+00:00,11255,25.3,,,,,,
2024-06-05T04:27:31+00:00,11256,,54.8,,,,,
2024-06-05T04:27:32+00:00,11257,,,994.3,,,,
2024-06-05T04:27:47+00:00,11258,25.3,,,,,,
2024-06-05T04:27:48+00:00,11259,,54.8,,,,,
2024-06-05T04:27:49+00:00,11260,,,994.4,,,,
2024-06-05T04:28:04+00:00,11261,25.2,,,,,,
2024-06-05T04:28:05+00:00,11262,,54.8,,,,,
2024-06-05T04:28:06+00:00,11263,,,995.9,,,,
2024-06-05T04:28:21+00:00,11264,25.3,,,,,,
2024-06-05T04:28:22+00:00,11265,,54.8,,,,,
2024-06-05T04:28:23+00:00,11266,,,996.4,,,,
2024-06-05T04:28:39+00:00,11267,25.2,,,,,,
2024-06-05T04:28:40+00:00,11268,,54.8,,,,,
2024-06-05T04:28:41+00:00,11269,,,998.1,,,,
2024-06-05T04:28:56+00:00,11270,25.3,,,,,,
2024-06-05T04:28:57+00:00,11271,,54.8,,,,,
2024-06-05T04:28:58+00:00,11272,,,997.1,,,,
2024-06-05T04:29:13+00:00,11273,25.2,,,,,,
2024-06-05T04:29:14+00:00,11274,,54.8,,,,,
2024-06-05T04:29:15+00:00,11275,,,998.9,,,,
2024-06-05T04:29:30+00:00,11276,25.3,,,,,,
2024-06-05T04:29:31+00:00,11277,,54.8,,,,,
2024-06-05T04:29:32+00:00,11278,,,999.0,,,,
2024-06-05T04:29:48+00:00,11279,25.2,,,,,,
2024-06-05T04:29:49+00:00,11280,,54.8,,,,,
2024-06-05T04:29:50+00:00,11281,,,999.3,,,,
2024-06-05T04:30:05+00:00,11282,25.3,,,,,,
2024-06-05T04:30:06+00:00,11283,,54.8,,,,,
2024-06-05T04:30:07+00:00,11284,,,997.9,,,,
2024-06-05T04:30:22+00:00,11285,25.2,,,,,,
2024-06-05T04:30:23+00:00,11286,,54.8,,,,,
2024-06-05T04:30:24+00:00,11287,,,997.5,,,,
2024-06-05T04:30:39+00:00,11288,25.2,,,,,,
2024-06-05T04:30:40+00:00,11289,,54.8,,,,,
2024-06-05T04:30:41+00:00,11290,,,997.2,,,,
2024-06-05T04:30:57+00:00,11291,25.2,,,,,,
2024-06-05T04:30:58+00:00,11292,,54.8,,,,,
2024-06-05T04:30:59+00:00,11293,,,995.0,,,,
2024-06-05T04:31:14+00:00,11294,25.2,,,,,,
2024-06-05T04:31:15+00:00,11295,,54.8,,,,,
2024-06-05T04:31:16+00:00,11296,,,995.8,,,,
2024-06-05T04:31:31+00:00,11297,25.3,,,,,,
2024-06-05T04:31:32+00:00,11298,,54.8,,,,,
2024-06-05T04:31:33+00:00,11299,,,996.0,,,,
2024-06-05T04:31:48+00:00,11300,25.3,,,,,,
2024-06-05T04:31:50+00:00,11301,,54.8,,,,,
2024-06-05T04:31:51+00:00,11302,,,995.7,,,,
2024-06-05T04:32:06+00:00,11303,25.2,,,,,,
2024-06-05T04:32:07+00:00,11304,,54.7,,,,,
2024-06-05T04:32:08+00:00,11305,,,995.6,,,,
2024-06-05T04:32:23+00:00,11306,25.2,,,,,,
2024-06-05T04:32:24+00:00,11307,,54.7,,,,,
2024-06-05T04:32:25+00:00,11308,,,996.0,,,,
2024-06-05T04:32:40+00:00,11309,25.3,,,,,,
2024-06-05T04:32:41+00:00,11310,,54.7,,,,,
2024-06-05T04:32:42+00:00,11311,,,996.5,,,,
2024-06-05T04:32:57+00:00,11312,25.2,,,,,,
2024-06-05T04:32:59+00:00,11313,,54.8,,,,,
2024-06-05T04:33:00+00:00,11314,,,995.7,,,,
2024-06-05T04:33:15+00:00,11315,25.2,,,,,,
2024-06-05T04:33:16+00:00,11316,,54.8,,,,,
2024-06-05T04:33:17+00:00,11317,,,996.8,,,,
2024-06-05T04:33:32+00:00,11318,25.3,,,,,,
2024-06-05T04:33:33+00:00,11319,,54.8,,,,,
2024-06-05T04:33:34+00:00,11320,,,997.3,,,,
2024-06-05T04:33:49+00:00,11321,25.2,,,,,,
2024-06-05T04:33:50+00:00,11322,,54.9,,,,,
2024-06-05T04:33:51+00:00,11323,,,997.1,,,,
2024-06-05T04:34:06+00:00,11324,25.2,,,,,,
2024-06-05T04:34:08+00:00,11325,,54.8,,,,,
2024-06-05T04:34:09+00:00,11326,,,998.2,,,,
2024-06-05T04:34:24+00:00,11327,25.2,,,,,,
2024-06-05T04:34:25+00:00,11328,,54.8,,,,,
2024-06-05T04:34:26+00:00,11329,,,999.6,,,,
2024-06-05T04:34:41+00:00,11330,25.2,,,,,,
2024-06-05T04:34:42+00:00,11331,,54.9,,,,,
2024-06-05T04:34:43+00:00,11332,,,1000.3,,,,
2024-06-05T04:34:58+00:00,11333,25.2,,,,,,
2024-06-05T04:34:59+00:00,11334,,54.9,,,,,
2024-06-05T04:35:00+00:00,11335,,,1000.7,,,,
2024-06-05T04:35:15+00:00,11336,25.3,,,,,,
2024-06-05T04:35:17+00:00,11337,,54.9,,,,,
2024-06-05T04:35:18+00:00,11338,,,1002.1,,,,
2024-06-05T04:35:33+00:00,11339,25.3,,,,,,
2024-06-05T04:35:34+00:00,11340,,54.9,,,,,
2024-06-05T04:35:35+00:00,11341,,,1001.6,,,,
2024-06-05T04:35:50+00:00,11342,25.3,,,,,,
2024-06-05T04:35:51+00:00,11343,,54.9,,,,,
2024-06-05T04:35:52+00:00,11344,,,1001.4,,,,
2024-06-05T04:36:07+00:00,11345,25.2,,,,,,
2024-06-05T04:36:08+00:00,11346,,54.9,,,,,
2024-06-05T04:36:09+00:00,11347,,,1000.5,,,,
2024-06-05T04:36:25+00:00,11348,25.3,,,,,,
2024-06-05T04:36:26+00:00,11349,,54.9,,,,,
2024-06-05T04:36:27+00:00,11350,,,1000.4,,,,
2024-06-05T04:36:42+00:00,11351,25.2,,,,,,
2024-06-05T04:36:43+00:00,11352,,54.8,,,,,
2024-06-05T04:36:44+00:00,11353,,,1003.8,,,,
2024-06-05T04:36:59+00:00,11354,25.3,,,,,,
2024-06-05T04:37:00+00:00,11355,,54.8,,,,,
2024-06-05T04:37:01+00:00,11356,,,1003.4,,,,
2024-06-05T04:37:16+00:00,11357,25.2,,,,,,
2024-06-05T04:37:17+00:00,11358,,54.8,,,,,
2024-06-05T04:37:18+00:00,11359,,,1002.1,,,,
2024-06-05T04:37:34+00:00,11360,25.2,,,,,,
2024-06-05T04:37:35+00:00,11361,,54.8,,,,,
2024-06-05T04:37:36+00:00,11362,,,1000.2,,,,
2024-06-05T04:37:51+00:00,11363,25.2,,,,,,
2024-06-05T04:37:52+00:00,11364,,54.8,,,,,
2024-06-05T04:37:53+00:00,11365,,,999.8,,,,
2024-06-05T04:38:08+00:00,11366,25.2,,,,,,
2024-06-05T04:38:09+00:00,11367,,54.8,,,,,
2024-06-05T04:38:10+00:00,11368,,,998.2,,,,
2024-06-05T04:38:25+00:00,11369,25.3,,,,,,
2024-06-05T04:38:26+00:00,11370,,54.8,,,,,
2024-06-05T04:38:27+00:00,11371,,,996.3,,,,
2024-06-05T04:38:43+00:00,11372,25.3,,,,,,
2024-06-05T04:38:44+00:00,11373,,54.8,,,,,
2024-06-05T04:38:45+00:00,11374,,,994.1,,,,
2024-06-05T04:39:00+00:00,11375,25.3,,,,,,
2024-06-05T04:39:01+00:00,11376,,54.7,,,,,
2024-06-05T04:39:02+00:00,11377,,,990.7,,,,
2024-06-05T04:39:17+00:00,11378,25.3,,,,,,
2024-06-05T04:39:18+00:00,11379,,54.7,,,,,
2024-06-05T04:39:19+00:00,11380,,,989.4,,,,
2024-06-05T04:39:34+00:00,11381,25.3,,,,,,
2024-06-05T04:39:35+00:00,11382,,54.7,,,,,
2024-06-05T04:39:37+00:00,11383,,,988.1,,,,
2024-06-05T04:39:52+00:00,11384,25.3,,,,,,
2024-06-05T04:39:53+00:00,11385,,54.7,,,,,
2024-06-05T04:39:54+00:00,11386,,,988.0,,,,
2024-06-05T04:40:09+00:00,11387,25.2,,,,,,
2024-06-05T04:40:10+00:00,11388,,54.7,,,,,
2024-06-05T04:40:11+00:00,11389,,,988.0,,,,
2024-06-05T04:40:26+00:00,11390,25.2,,,,,,
2024-06-05T04:40:27+00:00,11391,,54.7,,,,,
2024-06-05T04:40:28+00:00,11392,,,988.6,,,,
2024-06-05T04:40:43+00:00,11393,25.2,,,,,,
2024-06-05T04:40:44+00:00,11394,,54.7,,,,,
2024-06-05T04:40:46+00:00,11395,,,988.6,,,,
2024-06-05T04:41:01+00:00,11396,25.2,,,,,,
2024-06-05T04:41:02+00:00,11397,,54.8,,,,,
2024-06-05T04:41:03+00:00,11398,,,989.5,,,,
2024-06-05T04:41:18+00:00,11399,25.3,,,,,,
2024-06-05T04:41:19+00:00,11400,,54.8,,,,,
2024-06-05T04:41:20+00:00,11401,,,990.1,,,,
2024-06-05T04:41:35+00:00,11402,25.2,,,,,,
2024-06-05T04:41:36+00:00,11403,,54.8,,,,,
2024-06-05T04:41:37+00:00,11404,,,991.4,,,,
2024-06-05T04:41:52+00:00,11405,25.2,,,,,,
2024-06-05T04:41:53+00:00,11406,,54.8,,,,,
2024-06-05T04:41:55+00:00,11407,,,992.4,,,,
2024-06-05T04:42:10+00:00,11408,25.2,,,,,,
2024-06-05T04:42:11+00:00,11409,,54.8,,,,,
